iter	RMSE
234	0.2881185748
235	0.2881111813
236	0.2880948171
237	0.2880892435
238	0.2880727052
239	0.2880654732
240	0.2880511104
241	0.2880443457
242	0.2880390764
243	0.2880338374
244	0.288020236
245	0.2879967957
246	0.2879857566
247	0.287977627
248	0.2879677979
249	0.2879552008
250	0.2879470093
251	0.2879403542
252	0.2879322742
253	0.2879257714
254	0.2879165207
255	0.2879045523
256	0.2878988936
257	0.2878891433
258	0.2878827006
259	0.2878614376
260	0.2878573049
261	0.2878479502
262	0.2878368952
263	0.2878295554
264	0.2878226838
265	0.2878160869
266	0.2878074537
267	0.2877931085
268	0.2877872746
269	0.2877737837
270	0.2877677864
271	0.2877608013
272	0.2877534495
273	0.2877421566
274	0.2877268713
275	0.2877212396
276	0.2877136627
277	0.2877054949
278	0.2876910734
279	0.2876814382
280	0.2876737482
281	0.2876692869
282	0.2876612095
283	0.2876514206
284	0.2876439335
285	0.2876296006
286	0.287619454
287	0.287611202
288	0.2876044169
289	0.2875970814
290	0.2875776924
291	0.2875722719
292	0.2875649763
293	0.2875576398
294	0.2875518826
295	0.2875452285
296	0.2875336829
297	0.2875277825
298	0.2875195381
299	0.2875092144
300	0.2875031912
301	0.2874859771
302	0.2874753056
303	0.2874623811
304	0.2874540227
305	0.2874493643
306	0.2874389055
307	0.2874291498
308	0.2874155504
309	0.2874032757
310	0.2873937838
311	0.2873844038
312	0.2873723317
313	0.287358801
314	0.2873493382
315	0.2873411295
316	0.2873336547
317	0.2873211827
318	0.2873092406
319	0.2873009797
320	0.2872949929
321	0.2872894038
322	0.2872756652
323	0.2872643127
324	0.2872541634
325	0.2872482267
326	0.2872403211
327	0.2872322316
328	0.2872261006
329	0.2872190615
330	0.2872110327
331	0.2872060439
332	0.2872011162
333	0.2871948723
334	0.2871910463
335	0.2871851593
336	0.2871802415
337	0.2871735278
338	0.2871654772
339	0.2871591917
340	0.2871529469
341	0.2871446509
342	0.2871386201
343	0.2871346199
344	0.2871242517
345	0.2871167713
346	0.2871073619
347	0.2871008404
348	0.2870923387
349	0.2870873785
350	0.2870825202
351	0.2870755899
352	0.2870694964
353	0.2870629638
354	0.2870573191
355	0.2870462438
356	0.2870391289
357	0.2870325344
358	0.2870274404
359	0.2870218563
360	0.2870181403
361	0.2870094729
362	0.2870024693
363	0.2869978444
364	0.2869917186
365	0.2869831014
366	0.2869773327
367	0.2869666729
368	0.2869614246
369	0.2869482931
370	0.2869410941
371	0.2869359985
372	0.2869306168
373	0.286922202
374	0.2869129598
375	0.2869036458
376	0.2868975078
377	0.2868925952
378	0.2868873659
379	0.2868784494
380	0.2868703906
381	0.2868666522
382	0.286859206
383	0.2868488483
384	0.2868393789
385	0.286834588
386	0.2868258333
387	0.2868184166
388	0.2868134618
389	0.2868086091
390	0.28680157
391	0.2867946942
392	0.2867883291
393	0.2867814427
394	0.2867749445
395	0.2867666682
396	0.2867597506
397	0.2867504827
398	0.286743902
399	0.2867382204
400	0.2867334584
401	0.2867254058
402	0.2867175981
403	0.2867103728
404	0.2867013588
405	0.2866967495
406	0.2866868459
407	0.286681848
408	0.2866743254
409	0.2866700325
410	0.2866659746
411	0.2866613136
412	0.2866569183
413	0.2866512043
414	0.2866443249
415	0.2866334586
416	0.2866257916
417	0.2866202507
418	0.2866150779
419	0.2866084532
420	0.2865946205
421	0.2865854495
422	0.2865790286
423	0.2865693765
424	0.2865607262
425	0.2865576075
426	0.2865512883
427	0.2865449279
428	0.2865397639
429	0.2865302844
430	0.2865240565
431	0.2865188512
432	0.2865134515
433	0.2865091562
434	0.2865021404
435	0.2864954006
436	0.2864895914
437	0.2864821558
438	0.286476827
439	0.2864680613
440	0.2864617605
441	0.2864560017
442	0.2864504781
443	0.2864436143
444	0.2864386019
445	0.286430234
446	0.2864230424
447	0.286418091
448	0.2864080345
449	0.2864018757
450	0.2863970876
451	0.2863903453
452	0.2863808506
453	0.2863720616
454	0.2863674265
455	0.286362382
456	0.286358504
457	0.2863545236
458	0.2863494482
459	0.2863431551
460	0.2863385298
461	0.28633064
462	0.2863246534
463	0.2863179503
464	0.2863144708
465	0.2863095585
466	0.2863024252
467	0.2862959366
468	0.2862890179
469	0.2862833375
470	0.2862772271
471	0.286273481
472	0.2862679948
473	0.2862631124
474	0.2862577385
475	0.2862519756
476	0.2862446669
477	0.2862390266
478	0.2862346658
479	0.2862290969
480	0.2862232311
481	0.2862178974
482	0.286206503
483	0.2862029402
484	0.2861989372
485	0.2861948522
486	0.2861867229
487	0.2861781429
488	0.2861734126
489	0.2861662861
490	0.2861590469
491	0.2861518075
492	0.2861466466
493	0.2861407279
494	0.2861359457
495	0.2861297298
496	0.286126545
497	0.2861224487
498	0.2861173282
499	0.286113283
500	0.2861082853
501	0.2860977263
502	0.2860947869
503	0.286089031
504	0.2860822507
505	0.2860753781
506	0.2860656578
507	0.286059553
508	0.2860548924
509	0.2860491357
510	0.2860436247
511	0.2860385028
512	0.2860294676
513	0.2860243455
514	0.2860134351
515	0.2860066428
516	0.2860015818
517	0.2859959264
518	0.2859905578
519	0.2859828121
520	0.2859774535
521	0.2859702812
522	0.2859633854
523	0.2859575346
524	0.2859462937
525	0.2859425228
526	0.2859377988
527	0.2859322344
528	0.2859268953
529	0.2859213614
530	0.2859116052
531	0.2859068909
532	0.2859006802
533	0.285896714
534	0.2858895499
535	0.2858855527
536	0.2858817707
537	0.2858776197
538	0.2858722078
539	0.2858626241
540	0.2858575606
541	0.2858518818
542	0.285846531
543	0.2858405138
544	0.285834927
545	0.2858297399
546	0.2858261622
547	0.2858209134
548	0.2858148854
549	0.2858105591
550	0.2858048385
551	0.2858011272
552	0.2857965238
553	0.2857927304
554	0.2857859123
555	0.2857793299
556	0.2857743674
557	0.2857697534
558	0.2857623811
559	0.2857584026
560	0.2857535833
561	0.285747318
562	0.2857416166
563	0.2857345409
564	0.2857290956
565	0.285724727
566	0.2857197533
567	0.2857140718
568	0.2857090876
569	0.2857049238
570	0.285697796
571	0.2856930064
572	0.2856876321
573	0.2856826474
574	0.2856753652
575	0.2856709342
576	0.2856653544
577	0.2856573331
578	0.2856524505
579	0.2856481526
580	0.2856435262
581	0.2856387357
582	0.2856341093
583	0.2856290109
584	0.2856248869
585	0.2856167312
586	0.2856118069
587	0.2856042766
588	0.2855988185
589	0.2855943351
590	0.2855866196
591	0.2855817666
592	0.2855771085
593	0.2855715473
594	0.2855675149
595	0.2855639749
596	0.2855570077
597	0.2855515898
598	0.2855463873
599	0.285542098
600	0.2855361975
601	0.2855276801
602	0.2855226208
603	0.2855140722
604	0.2855093821
605	0.2855052565
606	0.2855004431
607	0.2854947573
608	0.2854908161
609	0.2854833956
610	0.2854781302
611	0.2854723516
612	0.2854674042
613	0.2854633396
614	0.2854562981
615	0.2854497183
616	0.2854423788
617	0.2854378826
618	0.2854319286
619	0.2854252662
620	0.2854189321
621	0.2854122899
622	0.2854066845
623	0.2854034197
624	0.2853981735
625	0.2853945493
626	0.2853895082
627	0.2853855348
628	0.2853785632
629	0.285372721
630	0.2853670121
631	0.2853614365
632	0.2853562716
633	0.285351004
634	0.2853457978
635	0.285338928
636	0.2853310516
637	0.285325804
638	0.2853217578
639	0.2853159041
640	0.285311067
641	0.2853062093
642	0.2853025223
643	0.285297798
644	0.2852925909
645	0.2852863257
646	0.2852816525
647	0.2852753563
648	0.2852699022
649	0.2852646227
650	0.28525734
651	0.2852525328
652	0.2852471194
653	0.2852428872
654	0.2852386241
655	0.2852345973
656	0.285228824
657	0.285223256
658	0.2852172154
659	0.285212993
660	0.2852088014
661	0.2852053495
662	0.2851999968
663	0.2851970482
664	0.2851876267
665	0.2851805168
666	0.2851752561
667	0.2851713003
668	0.2851659984
669	0.2851610046
670	0.2851556306
671	0.2851505031
672	0.2851445123
673	0.2851395078
674	0.285133969
675	0.2851278442
676	0.2851226751
677	0.285114505
678	0.285106571
679	0.2851015043
680	0.2850975886
681	0.2850927272
682	0.2850878555
683	0.2850793761
684	0.285075532
685	0.2850718112
686	0.2850649861
687	0.2850601756
688	0.2850525691
689	0.2850472958
690	0.2850423616
691	0.2850381367
692	0.2850333977
693	0.2850280623
694	0.2850212877
695	0.2850152428
696	0.2850099379
697	0.2850055172
698	0.2849995747
699	0.2849951435
700	0.2849895299
701	0.2849855201
702	0.2849780452
703	0.2849747036
704	0.2849649869
705	0.2849600616
706	0.2849531516
707	0.2849482878
708	0.2849424675
709	0.2849361844
710	0.2849312483
711	0.2849272891
712	0.2849192677
713	0.2849155757
714	0.2849052708
715	0.2849008998
716	0.284895922
717	0.2848884448
718	0.2848845775
719	0.2848802988
720	0.2848766269
721	0.2848705789
722	0.2848653434
723	0.284860046
724	0.2848532571
725	0.2848482167
726	0.284844246
727	0.2848416126
728	0.2848362325
729	0.2848309655
730	0.2848257807
731	0.284821388
732	0.284816954
733	0.284810092
734	0.2848049171
735	0.2848005446
736	0.2847943303
737	0.2847870871
738	0.2847813356
739	0.284774483
740	0.2847696882
741	0.2847641524
742	0.2847597176
743	0.284755437
744	0.2847515885
745	0.2847479561
746	0.2847436136
747	0.2847380979
748	0.284733004
749	0.2847276527
750	0.2847240097
751	0.2847201505
752	0.2847156532
753	0.284710137
754	0.284702624
755	0.2846976839
756	0.2846930936
757	0.2846883385
758	0.2846832746
759	0.2846787459
760	0.2846728172
761	0.2846672178
762	0.2846636769
763	0.2846581185
764	0.2846517365
765	0.2846456322
766	0.2846410926
767	0.2846357499
768	0.2846294703
769	0.2846259393
770	0.2846218729
771	0.284616746
772	0.2846106307
773	0.284606317
774	0.2846019312
775	0.2845968349
776	0.2845931799
777	0.2845883717
778	0.2845811232
779	0.2845779004
780	0.2845726081
781	0.28456851
782	0.2845638044
783	0.2845590472
784	0.2845552166
785	0.2845507888
786	0.2845457636
787	0.2845396983
788	0.2845349922
789	0.2845311408
790	0.2845267229
791	0.2845215119
792	0.2845154049
793	0.2845110073
794	0.2845061051
795	0.2845018721
796	0.2844982674
797	0.2844930766
798	0.2844895129
799	0.2844837142
800	0.2844780596
801	0.2844727859
802	0.2844682229
803	0.2844621353
804	0.2844560888
805	0.2844504233
806	0.2844450359
807	0.2844383915
808	0.2844324579
809	0.2844285947
810	0.2844239692
811	0.2844180146
812	0.2844134713
813	0.284408011
814	0.2844031276
815	0.284397461
816	0.2843903725
817	0.2843844275
818	0.2843798322
819	0.2843742991
820	0.2843687454
821	0.2843636758
822	0.2843582867
823	0.2843524544
824	0.2843483325
825	0.284344293
826	0.2843389345
827	0.2843358842
828	0.2843316796
829	0.2843275781
830	0.2843229303
831	0.2843183134
832	0.2843124184
833	0.2843081311
834	0.2843010197
835	0.284296052
836	0.2842922901
837	0.2842886724
838	0.2842823748
839	0.2842760772
840	0.2842706348
841	0.2842663778
842	0.2842615847
843	0.2842564926
844	0.284252091
845	0.2842451845
846	0.2842390921
847	0.2842363809
848	0.2842306492
849	0.2842253504
850	0.2842158967
851	0.2842078037
852	0.2842019683
853	0.2841976277
854	0.2841922664
855	0.2841882763
856	0.2841836365
857	0.2841793988
858	0.2841754703
859	0.2841692631
860	0.2841647364
861	0.2841570647
862	0.2841524657
863	0.2841468354
864	0.2841421434
865	0.2841363582
866	0.284131831
867	0.2841273038
868	0.2841205798
869	0.2841167021
870	0.2841123809
871	0.2841052337
872	0.2841013661
873	0.2840958998
874	0.284090846
875	0.2840865863
876	0.2840828835
877	0.284078768
878	0.2840713209
879	0.2840672569
880	0.2840623985
881	0.2840579217
882	0.2840513405
883	0.2840447489
884	0.2840409733
885	0.2840362692
886	0.2840320603
887	0.2840249627
888	0.2840194227
889	0.2840141509
890	0.284007548
891	0.2840031323
892	0.2839967665
893	0.2839936093
894	0.2839866346
895	0.2839817852
896	0.2839760277
897	0.2839717249
898	0.2839684127
899	0.283962851
900	0.2839580218
901	0.2839511184
902	0.2839467947
903	0.2839408198
904	0.2839359799
905	0.283931852
906	0.2839274558
907	0.2839228324
908	0.2839198808
909	0.2839156082
910	0.2839096739
911	0.2839043175
912	0.2838995182
913	0.2838953589
914	0.2838893106
915	0.2838853265
916	0.2838781943
917	0.283873663
918	0.2838677072
919	0.2838648996
920	0.2838606055
921	0.2838554958
922	0.2838491267
923	0.2838457202
924	0.2838411264
925	0.2838368114
926	0.283828914
927	0.2838222345
928	0.2838171242
929	0.283811828
930	0.2838067278
931	0.2838019579
932	0.2837978281
933	0.2837943796
934	0.2837900638
935	0.2837860267
936	0.2837812874
937	0.283777529
938	0.2837723972
939	0.283768649
940	0.2837641366
941	0.2837578378
942	0.283753573
943	0.2837500001
944	0.28374557
945	0.2837417802
946	0.283737226
947	0.2837330333
948	0.2837298112
949	0.28372567
950	0.2837201655
951	0.2837164579
952	0.2837123268
953	0.2837087018
954	0.283703042
955	0.2836993032
956	0.2836937465
957	0.2836907409
958	0.2836872705
959	0.2836816413
960	0.2836785426
961	0.2836742147
962	0.2836685336
963	0.2836624289
964	0.2836588962
965	0.2836528739
966	0.2836448887
967	0.2836410871
968	0.2836360045
969	0.2836323062
970	0.2836273267
971	0.2836225951
972	0.2836149914
973	0.2836108072
974	0.2836070052
975	0.2836015603
976	0.2835964357
977	0.2835919619
978	0.283587922
979	0.283580648
980	0.2835751923
981	0.2835705218
982	0.2835663163
983	0.2835574917
984	0.2835523973
985	0.2835473027
986	0.2835421048
987	0.2835373511
988	0.2835326904
989	0.2835271408
990	0.2835220355
991	0.2835177569
992	0.2835111011
993	0.2835070704
994	0.2835022748
995	0.2834983163
996	0.2834942337
997	0.2834887661
998	0.2834846833
999	0.2834799494
1000	0.2834762386
1001	0.2834717009
1002	0.2834655816
1003	0.2834611884
1004	0.2834568676
1005	0.2834525776
1006	0.2834487115
1007	0.2834457653
1008	0.2834419197
1009	0.2834365855
1010	0.2834322539
1011	0.2834275914
1012	0.2834233527
1013	0.2834187108
1014	0.2834125386
1015	0.2834079896
1016	0.2834035852
1017	0.2834000182
1018	0.2833956653
1019	0.2833896581
1020	0.2833851811
1021	0.2833810452
1022	0.2833745827
1023	0.2833712118
1024	0.2833680787
1025	0.2833648731
1026	0.2833600028
1027	0.2833564145
1028	0.2833504996
1029	0.2833450808
1030	0.2833381832
1031	0.2833321334
1032	0.2833256905
1033	0.2833201678
1034	0.2833166101
1035	0.2833119354
1036	0.2833080467
1037	0.2833036511
1038	0.2832973523
1039	0.2832893571
1040	0.2832825512
1041	0.2832793654
1042	0.2832754141
1043	0.2832681734
1044	0.2832650185
1045	0.2832606222
1046	0.283255119
1047	0.2832502571
1048	0.2832445571
1049	0.2832403571
1050	0.2832349156
1051	0.2832270531
1052	0.28322217
1053	0.2832159315
1054	0.2832104378
1055	0.2832064959
1056	0.2832008364
1057	0.2831945871
1058	0.2831892585
1059	0.2831854715
1060	0.2831811361
1061	0.2831757141
1062	0.2831714407
1063	0.2831642076
1064	0.2831606894
1065	0.2831546565
1066	0.2831475886
1067	0.2831431491
1068	0.2831380162
1069	0.2831341871
1070	0.2831297888
1071	0.2831257216
1072	0.2831201744
1073	0.2831172766
1074	0.2831132816
1075	0.2831066992
1076	0.2831028283
1077	0.2830994645
1078	0.2830947655
1079	0.2830895179
1080	0.2830868164
1081	0.2830815168
1082	0.2830768796
1083	0.283072822
1084	0.2830692612
1085	0.2830653691
1086	0.2830605557
1087	0.2830559802
1088	0.2830515807
1089	0.2830466946
1090	0.2830412804
1091	0.2830351932
1092	0.2830321599
1093	0.2830264762
1094	0.2830225732
1095	0.283017552
1096	0.2830145599
1097	0.2830094246
1098	0.2830035645
1099	0.2830000753
1100	0.2829950951
1101	0.2829888102
1102	0.2829849584
1103	0.2829776688
1104	0.282973382
1105	0.2829675833
1106	0.2829643939
1107	0.282957311
1108	0.2829517397
1109	0.28294738
1110	0.2829422746
1111	0.2829387329
1112	0.2829314318
1113	0.2829265953
1114	0.282921386
1115	0.2829166115
1116	0.2829119923
1117	0.2829087506
1118	0.2829049184
1119	0.2828989111
1120	0.2828940431
1121	0.282889496
1122	0.2828851768
1123	0.2828809196
1124	0.2828772425
1125	0.2828722394
1126	0.282867723
1127	0.2828650298
1128	0.282860648
1129	0.2828568255
1130	0.2828524229
1131	0.28284859
1132	0.2828438558
1133	0.2828382719
1134	0.2828335582
1135	0.2828285647
1136	0.2828244207
1137	0.2828193856
1138	0.2828143296
1139	0.2828087349
1140	0.2828051293
1141	0.2828001353
1142	0.2827969958
1143	0.2827909241
1144	0.2827845103
1145	0.2827808112
1146	0.282774594
1147	0.2827692368
1148	0.2827645323
1149	0.2827607085
1150	0.2827571023
1151	0.2827526878
1152	0.2827487914
1153	0.282742988
1154	0.2827379515
1155	0.2827333294
1156	0.2827264997
1157	0.2827233802
1158	0.282719048
1159	0.2827151097
1160	0.2827106841
1161	0.2827073571
1162	0.2827034393
1163	0.282697946
1164	0.2826942768
1165	0.2826889388
1166	0.2826854975
1167	0.2826806465
1168	0.2826769253
1169	0.2826720845
1170	0.2826676894
1171	0.2826630143
1172	0.2826581007
1173	0.2826526169
1174	0.2826486154
1175	0.2826450389
1176	0.2826410372
1177	0.2826339358
1178	0.2826312611
1179	0.2826274666
1180	0.2826236928
1181	0.2826188719
1182	0.2826135532
1183	0.282607436
1184	0.2826027599
1185	0.2825954916
1186	0.2825907946
1187	0.2825873003
1188	0.2825810374
1189	0.2825756039
1190	0.2825694963
1191	0.2825654626
1192	0.282562082
1193	0.2825578822
1194	0.2825539001
1195	0.2825503224
1196	0.2825472942
1197	0.2825425757
1198	0.2825377326
1199	0.2825330242
1200	0.2825286684
1201	0.2825238666
1202	0.2825165859
1203	0.2825130907
1204	0.2825082678
1205	0.2825022314
1206	0.2824990471
1207	0.2824931868
1208	0.2824892868
1209	0.2824837167
1210	0.2824803559
1211	0.2824735409
1212	0.2824694746
1213	0.2824650141
1214	0.2824604394
1215	0.2824561343
1216	0.2824501797
1217	0.2824462272
1218	0.2824413203
1219	0.2824365377
1220	0.2824315683
1221	0.2824278749
1222	0.2824255821
1223	0.2824227601
1224	0.2824184856
1225	0.2824126132
1226	0.2824060559
1227	0.282402881
1228	0.2823988448
1229	0.2823948293
1230	0.2823871095
1231	0.2823837995
1232	0.2823796593
1233	0.2823746681
1234	0.2823707146
1235	0.2823664081
1236	0.2823609394
1237	0.2823557611
1238	0.2823506969
1239	0.2823462864
1240	0.2823419173
1241	0.2823380982
1242	0.2823327742
1243	0.2823277303
1244	0.282322074
1245	0.2823184622
1246	0.2823139993
1247	0.2823100449
1248	0.2823051044
1249	0.2823011395
1250	0.2822970085
1251	0.2822913516
1252	0.2822862031
1253	0.2822822068
1254	0.2822775773
1255	0.2822711829
1256	0.2822671034
1257	0.282264176
1258	0.2822599718
1259	0.2822534628
1260	0.282249383
1261	0.2822448359
1262	0.282240403
1263	0.2822360427
1264	0.2822313708
1265	0.2822270727
1266	0.2822220373
1267	0.2822158493
1268	0.2822116859
1269	0.2822053212
1270	0.2822017806
1271	0.2821971705
1272	0.2821922384
1273	0.282188708
1274	0.2821855099
1275	0.2821804219
1276	0.2821760294
1277	0.2821719589
1278	0.2821683971
1279	0.2821622703
1280	0.2821593418
1281	0.2821535783
1282	0.2821489674
1283	0.2821451249
1284	0.2821417393
1285	0.2821356223
1286	0.2821328079
1287	0.2821292559
1288	0.282123928
1289	0.2821186104
1290	0.2821141962
1291	0.2821088161
1292	0.2821034358
1293	0.2821001536
1294	0.2820939526
1295	0.2820909404
1296	0.2820859649
1297	0.2820811555
1298	0.2820763149
1299	0.2820714118
1300	0.282067506
1301	0.2820638494
1302	0.282058302
1303	0.2820542298
1304	0.2820499705
1305	0.2820464591
1306	0.2820419399
1307	0.2820373272
1308	0.2820343663
1309	0.282028569
1310	0.2820249638
1311	0.2820189067
1312	0.2820164858
1313	0.2820127143
1314	0.282007675
1315	0.2820021682
1316	0.2819979912
1317	0.2819935336
1318	0.2819901878
1319	0.2819871536
1320	0.2819840155
1321	0.2819789862
1322	0.2819746842
1323	0.2819695092
1324	0.2819668801
1325	0.2819625779
1326	0.281958577
1327	0.2819534952
1328	0.2819497332
1329	0.2819429158
1330	0.2819388418
1331	0.2819347055
1332	0.2819286256
1333	0.2819237304
1334	0.2819201031
1335	0.2819147192
1336	0.2819089299
1337	0.2819043358
1338	0.2818993674
1339	0.2818960308
1340	0.2818913222
1341	0.2818861041
1342	0.2818799503
1343	0.2818733911
1344	0.2818692226
1345	0.2818629437
1346	0.2818600745
1347	0.2818551782
1348	0.2818504896
1349	0.2818460609
1350	0.2818404988
1351	0.2818362259
1352	0.2818320673
1353	0.281826401
1354	0.2818211297
1355	0.2818154632
1356	0.2818124064
1357	0.2818096823
1358	0.2818046394
1359	0.2818022896
1360	0.2817963212
1361	0.2817896664
1362	0.2817839369
1363	0.2817804637
1364	0.2817749316
1365	0.281769909
1366	0.2817637631
1367	0.2817597802
1368	0.2817561196
1369	0.2817508054
1370	0.2817457927
1371	0.2817424439
1372	0.2817368279
1373	0.2817327614
1374	0.2817301716
1375	0.2817269579
1376	0.2817223504
1377	0.2817163907
1378	0.2817102645
1379	0.2817035036
1380	0.2816985525
1381	0.2816946415
1382	0.2816906472
1383	0.2816851341
1384	0.281681795
1385	0.2816764898
